text,label
2020 R&D EXPENSE ₹78767208,expense
Share capital FY 2019 41729,other
Depreciation Expense 276288,expense
"Subscription Revenue 2018 33,864,834",revenue
"FY 2020 PROFIT BEFORE TAX 70,352,293",profit
DEFERRED TAX FY 2018 ₹7892391,other
"Depreciation Expense 2019 ₹88,121,212",expense
"EBITDA 2022 ₹43,331,687",profit
fy 2021 Schedule 1 3407094,other
fy 2022 Interest expense 27284,expense
Merchandise sales FY 2024 ₹679707,revenue
FY 2022 other income ₹98802,other
License fees 2019 7961578,revenue
"Gross Profit 91,842,832",profit
Net income 7027820 (Note 3),profit
fy 2023 Rent expense ₹35052945,expense
segment revenue 31967,revenue
"Professional fees 12,744,785",expense
FY 2023 deferred tax 87682486,other
"License fees 2020 ₹17,755,940",revenue
Consolidated revenue ₹854109,revenue
2021 Operating profit ₹87178,profit
"Other Expenses 2021 8,609,981 (Note 24)",expense
"OCI ADJUSTMENT FY 2024 65,892,904",other
"Depreciation Expense FY 2018 87,820,504",expense
"2019 Reserves and surplus 25,362,424",other
"Interest expense 58,647,599",expense
"TAX EXPENSE 91,569,176",expense
"cost of goods sold FY 2019 12,309,214",expense
"OTHER INCOME 98,894,054",other
"Net Profit ₹3,495,730",profit
"Sales of goods 98,823,484",revenue
"Service income 82,635,240 (Note 12)",revenue
2019 Depreciation Expense 421513,expense
"Income from operations ₹81,456,527",revenue
"depreciation expense 2023 54,036,524",expense
EPS BASIC 2024 2378217,other
"revenue from operations ₹88,327,293",revenue
"Service income 2023 ₹70,307,585",revenue
"Administrative expenses FY 2018 ₹23,883,454",expense
"Related party note 47,469,763",other
Net income ₹5091208,profit
Rent expense 2022 6612175,expense
2018 GROSS PROFIT ₹81647438,profit
"Net Profit ₹38,087,456 (Note 15)",profit
Rent expense ₹968195 (Note 14),expense
Selling expenses 37801369,expense
2019 Product sales 7833134,revenue
"Top line FY 2021 ₹8,916,414",revenue
share capital ₹5738146,other
"Finance Cost FY 2021 36,734,386",expense
Related party note FY 2020 321385,other
FY 2020 OCI adjustment ₹94140945,other
"fy 2018 EARNINGS FROM OPERATIONS 16,968,779 (Note 3)",profit
Contingent liability FY 2022 67449,other
"Exceptional items 68,501,665",other
"exceptional items 2019 80,798,819 (Note 5)",other
"FY 2023 Share capital ₹99,750,961",other
"turnover 2023 ₹70,773,898 (Note 13)",revenue
EBITDA ₹475501,profit
fy 2022 income from operations 17711235,revenue
income from operations FY 2022 ₹711893,revenue
"Profit for the year 2018 74,406,696",profit
Operating profit FY 2022 3734843,profit
"fy 2022 Subscription Revenue 86,923,663",revenue
Operating revenue 2021 74019136,revenue
earnings from operations FY 2019 1789953,profit
"PROFESSIONAL FEES 2024 54,573,392",expense
Notes to accounts ₹27662,other
"2019 Consolidated revenue ₹53,759,262",revenue
"fy 2022 Earnings after tax ₹2,188,839",profit
professional fees ₹448970,expense
"Selling expenses 43,762,198",expense
"fy 2023 RESERVES AND SURPLUS 50,551,401",other
contingent liability 2018 ₹84927,other
EBIT FY 2019 ₹14260,profit
eps basic FY 2019 ₹97026,other
"EPS basic ₹14,880,948",other
FY 2022 exceptional items 84334891,other
Power and Fuel FY 2021 58140,expense
"Schedule 1 50,139,087 (Note 5)",other
"Gross Profit 2024 25,920,212",profit
"CONSOLIDATED REVENUE FY 2021 56,806,516",revenue
2019 ADMINISTRATIVE EXPENSES ₹36930692,expense
"turnover 3,140,599",revenue
"exceptional items 2023 ₹2,962,807",other
Share capital FY 2022 ₹3044243,other
"Consolidated revenue FY 2023 21,809,927",revenue
"Other Expenses 88,944,223",expense
"license fees 69,056,257",revenue
"foreign exchange gain ₹54,604,819",other
OPERATING PROFIT 3337057,profit
SEGMENT REVENUE FY 2022 ₹13670974,revenue
"TURNOVER ₹60,937,034",revenue
Deferred tax 2020 ₹82197,other
sales of goods 2023 87576 (Note 17),revenue
Prior period items ₹14320951 (Note 17),other
"Related party note 88,222,538",other
"fy 2022 Total Income 85,575,640",revenue
"SELLING EXPENSES 2019 80,276,319",expense
"Tax expense FY 2023 25,396,665",expense
"fy 2022 Revenue from operations ₹29,237,415",revenue
"FY 2018 Product sales 66,047,979 (Note 23)",revenue
fy 2022 OPERATING PROFIT ₹55129,profit
FOREIGN EXCHANGE GAIN 2024 ₹98689855,other
deferred tax 7010211,other
"2018 Notes to accounts 72,850,866",other
total income FY 2021 ₹43847,revenue
Segment revenue 2023 60446,revenue
FY 2024 INSURANCE EXPENSE ₹1366612,expense
"Selling expenses 2018 57,835,785",expense
"Net income 2020 ₹52,406,553",profit
Operating profit FY 2024 ₹8701056,profit
EXCEPTIONAL ITEMS ₹9506803,other
"Insurance expense 2018 ₹4,580,678",expense
Cost of Goods Sold ₹89938,expense
Operating Cost ₹7204129,expense
"professional fees 69,158,317",expense
"OPERATING COST FY 2023 ₹81,313,173",expense
FY 2018 OCI adjustment 267712,other
"PROFIT FOR THE YEAR ₹82,335,130",profit
Top line FY 2020 ₹86134287,revenue
Operating profit FY 2019 ₹71523286,profit
"fy 2024 Consolidated revenue ₹4,597,522",revenue
"FY 2021 Rental income 28,334,690",revenue
net profit FY 2022 ₹56445,profit
PBT FY 2024 71836193,profit
"PBT ₹66,180,323",profit
2022 MERCHANDISE SALES 77560039,revenue
2020 INSURANCE EXPENSE ₹34905,expense
"revenue from operations ₹33,378,672",revenue
"Turnover 83,892,238",revenue
"fy 2023 TOTAL INCOME ₹10,781,620",revenue
"OPERATING PROFIT FY 2018 ₹54,138,669",profit
FY 2024 EPS basic 9412591,other
2023 Profit for the year 95501,profit
Bottom line ₹42648997,profit
"Reserves and surplus 2024 ₹17,556,100",other
"share capital FY 2022 ₹51,200,027 (Note 20)",other
Earnings from operations 711057,profit
"Earnings after tax ₹16,462,074",profit
Accounting policy change 2018 63994084,other
rent expense 2020 ₹422323,expense
EPS basic 2020 6022046 (Note 1),other
"PBT FY 2024 ₹61,013,566",profit
Earnings after tax FY 2021 81041,profit
"COST OF GOODS SOLD 2019 70,446,142",expense
Cost of Goods Sold ₹5954178,expense
FY 2023 Accounting policy change 9817964,other
Profit Before Tax 6786275,profit
"Selling expenses FY 2018 59,385,049 (Note 10)",expense
"Earnings after tax FY 2018 67,943,811",profit
"notes to accounts FY 2018 ₹71,306,685",other
2022 Rental income 19742,revenue
REVENUE FROM OPERATIONS FY 2023 900040,revenue
"merchandise sales 2019 54,982,613",revenue
"PBT FY 2022 3,079,672",profit
"accounting policy change 2021 ₹90,898,096",other
fy 2020 EBITDA ₹3127983,profit
MERCHANDISE SALES ₹2124274,revenue
Marketing expense ₹442945,expense
"Operating revenue 2019 98,757,618",revenue
ACCOUNTING POLICY CHANGE 2024 ₹62492,other
"FY 2019 Profit for the year 37,684,250",profit
"Operating Cost 2018 ₹62,064,406",expense
EARNINGS AFTER TAX FY 2023 ₹33626,profit
R&D expense FY 2019 ₹313631,expense
Operating revenue 2019 301019,revenue
"Employee benefits FY 2020 ₹92,696,119",expense
"EPS BASIC FY 2019 64,408,969",other
COST OF GOODS SOLD FY 2023 491046 (Note 25),expense
"administrative expenses 2019 ₹42,206,045",expense
"Net Sales 93,092,488",revenue
"Power and Fuel 2024 ₹53,921,859",expense
2019 BOTTOM LINE ₹83782677,profit
"Cost of materials 79,095,858",expense
ADMINISTRATIVE EXPENSES 9797750,expense
NET INCOME ₹51698831,profit
Bottom line ₹52692028,profit
Subscription Revenue 5999260,revenue
EBIT FY 2020 8219379 (Note 10),profit
SALES OF GOODS 2018 90022258,revenue
deferred tax 63460,other
SELLING EXPENSES FY 2019 ₹8920692,expense
FY 2020 related party note 94660344,other
"Profit for the year FY 2021 ₹82,272,559",profit
"Selling expenses ₹35,556,648",expense
gross revenue ₹486326,revenue
"Sales of goods 2020 ₹80,230,577",revenue
"deferred tax FY 2018 ₹74,417,496",other
"Earnings from operations 2023 51,212,535",profit
"OPERATING INCOME ₹79,195,547",profit
"PRODUCT SALES FY 2023 ₹64,053,316",revenue
BOTTOM LINE FY 2019 9116089,profit
operating cost 4221911,expense
"fy 2023 Operating profit 4,580,614",profit
Operating Income FY 2024 45603856,profit
Insurance expense 87867465,expense
service income 48038,revenue
Earnings after tax FY 2020 ₹80877336,profit
FY 2019 income from operations ₹2422018,revenue
"Subscription Revenue 2024 30,307,672",revenue
"SELLING EXPENSES 11,309,361",expense
"GROSS PROFIT FY 2021 ₹80,464,219",profit
"Profit for the year 2018 30,493,496",profit
RESERVES AND SURPLUS FY 2019 2420119,other
fy 2021 Professional fees ₹91748 (Note 11),expense
interest expense FY 2022 ₹68914,expense
PROFIT AFTER TAX (PAT) FY 2022 626910 (Note 10),profit
Turnover FY 2018 71389561,revenue
FY 2024 Profit for the year 2514213,profit
Exceptional items ₹84760461,other
interest expense 2019 ₹7396931,expense
"Rent expense 72,207,584",expense
"2020 Rental income ₹84,589,000",revenue
"Product sales 2019 ₹339,289",revenue
SELLING EXPENSES FY 2019 23305,expense
Foreign exchange gain 33168540,other
"2023 EBITDA 81,818,943",profit
Bottom line ₹114270 (Note 18),profit
"Notes to accounts 37,135,033",other
"fy 2021 Gross Profit 57,601,532",profit
TOPLINE REVENUE 210790,revenue
"FY 2024 selling expenses 11,778,894",expense
"FY 2021 EPS basic ₹25,375,670",other
PROFESSIONAL FEES FY 2022 ₹97726411,expense
"fy 2024 Profit after tax (PAT) ₹20,932,678",profit
"OTHER INCOME FY 2020 ₹80,948,150",other
Marketing expense ₹4098017,expense
"eps basic FY 2020 20,541,843",other
"SHARE CAPITAL FY 2021 820,682",other
Reserves and surplus FY 2018 ₹63165,other
Net Profit FY 2021 ₹49346274,profit
fy 2019 Profit for the year 6524227,profit
2018 total income ₹47261,revenue
"2021 Professional fees 43,886,914",expense
depreciation expense 81080683,expense
"Related party note FY 2024 58,648,223",other
"fy 2020 net income ₹57,638,035",profit
notes to accounts 2019 ₹68146,other
"2022 net sales 80,498,089",revenue
"Income from operations 2018 ₹52,066,704",revenue
"fy 2023 NET PROFIT 19,352,769",profit
profit before tax 2019 443213,profit
FY 2018 Profit after tax (PAT) 2354996,profit
"FY 2024 Income from operations ₹98,805,046",revenue
EPS basic FY 2023 4030730,other
"FY 2024 Foreign exchange gain 69,027,427",other
"Employee benefits ₹38,442,494",expense
"RELATED PARTY NOTE 2018 ₹66,625,577",other
"PROFIT AFTER TAX (PAT) FY 2021 66,385,645",profit
EBITDA FY 2024 ₹1996223,profit
FY 2024 Merchandise sales 9875496,revenue
"FY 2024 Share capital 91,011,977",other
OTHER EXPENSES FY 2022 49676,expense
"fy 2023 OCI adjustment 44,069,895",other
"OTHER EXPENSES FY 2021 25,113,557",expense
"PROFIT FOR THE YEAR FY 2023 27,485,471",profit
FY 2023 MERCHANDISE SALES 89715350,revenue
"OPERATING COST 2023 88,930,638",expense
Segment revenue 51178850,revenue
Power and Fuel 473818,expense
"related party note 2019 60,187,366",other
fy 2020 Selling expenses 514804,expense
"R&D expense 2024 ₹29,453,268",expense
"Finance Cost 60,347,305 (Note 2)",expense
"Accounting policy change FY 2022 ₹33,503,525",other
"FY 2021 Related party note 67,427,114",other
2022 SERVICE INCOME 888775,revenue
"finance cost FY 2020 82,155,579",expense
"foreign exchange gain 2021 8,782,178 (Note 11)",other
"Subscription Revenue FY 2019 51,080,579",revenue
FY 2020 profit for the year ₹35832,profit
"OPERATING PROFIT 2018 54,384,037",profit
"Sales of goods FY 2019 ₹15,455,014",revenue
"fy 2021 license fees ₹22,931,970",revenue
Reserves and surplus FY 2023 70737,other
"2018 Total Income ₹42,097,653",revenue
ebitda FY 2021 81498,profit
"oci adjustment ₹3,399,490",other
fy 2021 marketing expense 485883,expense
exceptional items 33823887,other
License fees ₹23151704,revenue
"Total Income 2020 ₹60,534,679",revenue
bottom line ₹78626770,profit
Product sales 2024 ₹412534,revenue
"ebit 2021 87,463,588",profit
pbt 2018 9366276,profit
"fy 2022 OTHER EXPENSES 97,888,961",expense
"Segment revenue FY 2024 ₹29,286,638",revenue
"Topline revenue 2024 68,189,880",revenue
2018 extraordinary items ₹8923617,other
BOTTOM LINE FY 2022 ₹86540693,profit
Net Profit 2021 71741754,profit
"EARNINGS FROM OPERATIONS ₹27,269,757",profit
"Exceptional items FY 2018 70,881,681",other
"FY 2023 Cost of materials ₹27,550,238 (Note 11)",expense
RENT EXPENSE 2018 ₹61128792,expense
"Net Sales FY 2019 2,785,359",revenue
2023 marketing expense ₹5439229,expense
Deferred tax FY 2019 ₹3581490,other
EBITDA FY 2024 ₹434164,profit
"Prior period items 2023 ₹87,514,128",other
LICENSE FEES FY 2021 ₹293007,revenue
"Extraordinary items 2024 ₹15,862,166",other
Net income 2019 69441626,profit
Prior period items ₹4104547,other
profit for the year 2023 76712978,profit
Cost of materials 37160,expense
"Earnings from operations 2023 ₹65,266,242",profit
"RELATED PARTY NOTE FY 2018 ₹45,176,713",other
2023 reserves and surplus ₹560795,other
Sales of goods FY 2018 ₹97863486,revenue
profit for the year FY 2021 ₹454101,profit
SALES OF GOODS ₹89039884,revenue
"Operating profit ₹36,322,158",profit
fy 2022 EPS basic 56210,other
"fy 2019 Net Sales ₹86,768,276",revenue
"2021 Gross Profit 75,634,044",profit
marketing expense 598293,expense
Net income 2022 ₹6245110,profit
Subscription Revenue FY 2020 ₹622998,revenue
"Net Profit 94,353,819",profit
Finance Cost 5723937,expense
"2021 EARNINGS AFTER TAX 16,030,798",profit
OPERATING COST 4457963,expense
"Accounting policy change 2023 ₹39,750,583",other
exceptional items 562815,other
OCI adjustment 2021 ₹977822 (Note 7),other
2023 Tax expense 40072939,expense
"finance cost FY 2019 ₹11,209,651",expense
fy 2021 Sales of goods ₹3532644,revenue
Related party note 2019 31132,other
"Operating profit 27,509,975",profit
Notes to accounts ₹6122983,other
"Operating Cost ₹5,074,382",expense
Cost of Goods Sold FY 2024 ₹9131878,expense
INTEREST EXPENSE 2024 44026103,expense
"Other income FY 2020 55,065,092",other
"RENTAL INCOME 99,694,950",revenue
"2018 Sales Revenue ₹42,415,995 (Note 7)",revenue
"fy 2024 gross profit ₹54,389,067",profit
"2023 Top line ₹20,002,062 (Note 6)",revenue
rental income FY 2020 ₹5604751,revenue
Net income FY 2023 588858,profit
"SALES REVENUE 55,308,766",revenue
r&d expense ₹94851513,expense
COST OF MATERIALS 2018 46353,expense
"Depreciation Expense 2019 ₹56,282,116",expense
OCI adjustment 2020 ₹1318873,other
SUBSCRIPTION REVENUE ₹85065432,revenue
FY 2023 revenue from operations 627743,revenue
fy 2023 earnings from operations ₹7597980 (Note 20),profit
Share capital FY 2022 45097,other
"fy 2024 Profit after tax (PAT) ₹62,554,085",profit
foreign exchange gain ₹28654109,other
"Selling expenses 2021 ₹55,060,375",expense
"Bottom line 2019 54,316,882",profit
"Profit after tax (PAT) 2019 17,635,470",profit
EBITDA ₹90235982,profit
fy 2018 TOPLINE REVENUE ₹593808 (Note 17),revenue
2021 service income 810943,revenue
fy 2019 PBT 28818,profit
Accounting policy change ₹289624,other
FY 2021 accounting policy change ₹93054797,other
Share capital ₹41637859,other
2020 cost of goods sold 98538069,expense
oci adjustment 2024 386221,other
"power and fuel 2021 ₹26,403,271",expense
exceptional items FY 2020 ₹86668481 (Note 16),other
"2020 Professional fees ₹39,518,472",expense
FY 2021 Service income 862067,revenue
contingent liability FY 2022 ₹29757508,other
"segment revenue FY 2023 6,250,213",revenue
"tax expense ₹56,976,814",expense
"FY 2019 Earnings from operations ₹1,246,331",profit
"2019 Accounting policy change ₹483,223",other
RENT EXPENSE ₹727029,expense
Contingent liability 43183,other
"FY 2020 Deferred tax ₹29,691,833",other
"Turnover 2021 76,170,515",revenue
"license fees ₹55,536,872",revenue
"fy 2020 OTHER INCOME ₹11,260,481",other
"FY 2023 Foreign exchange gain ₹93,594,634",other
Share capital FY 2023 60495141,other
fy 2018 segment revenue 9969540,revenue
"operating profit FY 2024 92,511,201",profit
2018 employee benefits 6176003,expense
"PRODUCT SALES FY 2020 43,916,598",revenue
Total Income 2022 ₹70523603,revenue
depreciation expense ₹2152393 (Note 4),expense
bottom line 2021 51292,profit
"FY 2021 Sales of goods ₹96,017,649",revenue
"Operating revenue FY 2022 8,822,554",revenue
"SHARE CAPITAL 2018 ₹28,186,719",other
"fy 2023 accounting policy change ₹60,331,541",other
"FY 2024 Turnover 97,225,178",revenue
"power and fuel FY 2018 75,420,985",expense
eps basic FY 2020 ₹69618,other
EXTRAORDINARY ITEMS ₹72589,other
"reserves and surplus 2022 32,827,291",other
fy 2023 sales of goods 19046,revenue
Tax expense ₹91231063,expense
Prior period items ₹2460092,other
"revenue from operations FY 2019 9,258,698",revenue
"fy 2022 OCI ADJUSTMENT 11,530,742 (Note 8)",other
fy 2023 NOTES TO ACCOUNTS ₹64875568,other
Employee benefits FY 2019 67170552,expense
"Related party note ₹99,213,144",other
"profit for the year 2020 ₹74,870,644",profit
"Employee benefits FY 2021 15,518,478",expense
Service income 2022 1435739,revenue
"fy 2019 subscription revenue ₹31,428,816",revenue
"gross profit FY 2018 ₹77,706,343",profit
"Segment revenue 2024 83,512,271",revenue
INTEREST EXPENSE FY 2019 643814,expense
RESERVES AND SURPLUS FY 2024 ₹4243053 (Note 9),other
Topline revenue 2020 93136 (Note 11),revenue
"FY 2023 OPERATING COST ₹60,909,288",expense
"Topline revenue FY 2023 95,941,180",revenue
"RESERVES AND SURPLUS ₹37,919,930",other
"Administrative expenses 2022 ₹23,186,216",expense
"Rental income FY 2021 ₹43,238,224",revenue
FY 2021 notes to accounts 350024,other
"Topline revenue FY 2019 ₹2,420,465",revenue
professional fees 2021 ₹9765761,expense
fy 2024 POWER AND FUEL ₹27997,expense
Rent expense 9572494,expense
FY 2020 Net income 45772,profit
"EARNINGS AFTER TAX 2022 76,216,228",profit
"FY 2021 Prior period items ₹1,004,692",other
"Profit for the year 45,808,595",profit
"Sales Revenue 16,986,398 (Note 22)",revenue
TOPLINE REVENUE FY 2020 ₹24621,revenue
extraordinary items FY 2023 59107,other
"ADMINISTRATIVE EXPENSES ₹97,356,264",expense
"Income from operations 67,593,749",revenue
fy 2021 PROFIT AFTER TAX (PAT) 7988187,profit
"Related party note 2023 ₹33,149,853",other
"License fees 2023 19,198,862 (Note 24)",revenue
"selling expenses 2023 56,846,333 (Note 14)",expense
PROFIT AFTER TAX (PAT) FY 2021 ₹52017788,profit
"power and fuel 11,660,244",expense
exceptional items 2024 ₹81227,other
"Operating Income 16,974,127",profit
POWER AND FUEL ₹58880421,expense
"fy 2022 GROSS PROFIT ₹24,213,569",profit
fy 2023 Net Sales ₹61897,revenue
"FY 2018 Employee benefits 11,396,274",expense
Merchandise sales ₹67484,revenue
"Sales of goods 82,050,924",revenue
"2019 Total Income 53,791,103",revenue
"fy 2018 Operating Income ₹55,950,222",profit
"FY 2018 Prior period items 11,895,765",other
"Professional fees 55,391,132",expense
"NET SALES 29,816,168",revenue
Gross Profit 30473,profit
SELLING EXPENSES 2019 ₹35249,expense
SCHEDULE 1 FY 2023 ₹74591581,other
"Topline revenue 50,604,391",revenue
Operating Income 5830348,profit
"topline revenue ₹74,807,265",revenue
INTEREST EXPENSE 2019 ₹70211,expense
"depreciation expense 2020 ₹30,377,888",expense
"FY 2022 eps basic ₹63,134,877",other
Prior period items 2019 ₹44808,other
Bottom line 2019 ₹82872,profit
prior period items FY 2023 89237,other
Product sales 2018 ₹884645,revenue
Consolidated revenue FY 2022 496583,revenue
Service income 2020 201377,revenue
Power and Fuel FY 2023 67825027,expense
Foreign exchange gain FY 2022 24159,other
Bottom line FY 2018 ₹20539131,profit
fy 2021 operating income 33863,profit
Operating Cost 2019 7221563,expense
"2023 NOTES TO ACCOUNTS ₹39,067,326",other
"Share capital 55,818,027",other
Marketing expense 937606,expense
2021 Merchandise sales ₹319606,revenue
"Earnings from operations FY 2024 2,523,434",profit
2024 sales of goods 39937 (Note 1),revenue
fy 2020 Sales of goods ₹49576,revenue
"fy 2021 Cost of Goods Sold ₹51,976,784",expense
"Other Expenses ₹27,956,082",expense
Gross Profit 2020 755051,profit
Profit Before Tax 945386,profit
"2023 income from operations ₹73,832,999",revenue
Related party note FY 2022 928453,other
Reserves and surplus ₹96389518,other
"Exceptional items FY 2018 79,371,544",other
R&D expense 2023 ₹22033247,expense
"FY 2018 Power and Fuel ₹42,807,412",expense
Schedule 1 FY 2022 ₹58157,other
prior period items 2023 ₹59585960,other
NET PROFIT 585981,profit
"Notes to accounts FY 2018 ₹81,556,018",other
Interest expense ₹97096,expense
fy 2021 Cost of Goods Sold 9708598,expense
"Prior period items 2021 ₹39,255,269",other
"MERCHANDISE SALES FY 2023 ₹43,568,077",revenue
CONSOLIDATED REVENUE 2021 ₹4666931,revenue
"contingent liability FY 2020 ₹35,391,746 (Note 4)",other
"Sales Revenue 2021 ₹12,296,348",revenue
"oci adjustment 2018 21,305,444",other
Depreciation Expense ₹67893475 (Note 14),expense
Interest expense 2024 ₹626417,expense
Subscription Revenue FY 2018 ₹8026061,revenue
"fy 2020 Profit Before Tax ₹1,708,569",profit
"MERCHANDISE SALES FY 2018 57,379,147",revenue
PBT 38254967,profit
license fees 2020 ₹77277,revenue
"Other income ₹44,894,846 (Note 3)",other
FOREIGN EXCHANGE GAIN 45880174 (Note 15),other
"Share capital ₹97,027,187",other
"FINANCE COST FY 2019 ₹92,166,207",expense
POWER AND FUEL 2024 ₹34563902,expense
Operating profit 2024 ₹83289,profit
"Net income FY 2023 ₹70,382,126",profit
schedule 1 21685 (Note 7),other
Revenue from operations 2020 ₹956727,revenue
"R&D expense ₹10,192,901",expense
2021 Earnings from operations 5180820,profit
Gross Revenue 2020 ₹369452,revenue
FY 2020 Schedule 1 956824,other
FY 2019 R&D expense ₹613052,expense
"Net income FY 2024 ₹58,909,940",profit
SHARE CAPITAL FY 2021 ₹3139037,other
gross profit 2021 ₹59201,profit
FOREIGN EXCHANGE GAIN FY 2019 ₹20853327 (Note 8),other
Interest expense 70475,expense
r&d expense FY 2018 41786590,expense
administrative expenses 30270011,expense
"Other Expenses ₹10,780,923 (Note 24)",expense
"2023 Gross Revenue 9,232,050",revenue
"Related party note FY 2024 ₹78,004,885 (Note 5)",other
"fy 2023 Rent expense 62,499,688",expense
Bottom line FY 2018 4689130,profit
CONSOLIDATED REVENUE FY 2019 ₹945742 (Note 8),revenue
"Total Income ₹55,833,806",revenue
"Finance Cost 71,747,212",expense
"Related party note FY 2024 89,738,354",other
"OCI adjustment 2023 ₹54,548,076",other
"pbt ₹93,535,775",profit
Finance Cost 2019 ₹16972 (Note 12),expense
"EMPLOYEE BENEFITS FY 2024 ₹488,499",expense
fy 2023 Professional fees 8386086,expense
"product sales FY 2019 98,576,096",revenue
"fy 2020 Subscription Revenue ₹54,354,344",revenue
"depreciation expense ₹73,310,153",expense
CONSOLIDATED REVENUE FY 2018 ₹11529494,revenue
"fy 2021 Share capital 83,159,450",other
"Cost of materials 58,493,796",expense
Revenue from operations FY 2018 2425479,revenue
Rent expense FY 2024 ₹1680518,expense
"Administrative expenses FY 2021 10,066,439",expense
"eps basic FY 2018 85,034,077",other
contingent liability 2019 43793,other
"other income 46,559,823",other
"net sales FY 2023 ₹91,060,064",revenue
"Service income 2021 98,538,338",revenue
PROFESSIONAL FEES ₹8858093,expense
selling expenses FY 2023 4230362,expense
Segment revenue FY 2021 561267 (Note 21),revenue
net profit FY 2023 ₹31940882,profit
Gross Profit FY 2024 72384,profit
"topline revenue ₹97,247,979",revenue
Insurance expense FY 2021 58435,expense
"Operating Cost FY 2018 ₹48,355,167",expense
income from operations 2021 ₹1793880,revenue
Reserves and surplus FY 2018 3392010,other
Gross Profit 2021 76896668,profit
"EBITDA 2023 ₹77,290,111 (Note 9)",profit
fy 2020 EPS basic 51898908,other
topline revenue 2021 ₹3760410,revenue
"Cost of materials 2018 84,814,758",expense
Total Income FY 2022 728258,revenue
2024 PROFIT AFTER TAX (PAT) 2443116,profit
Operating Income ₹480990 (Note 2),profit
"license fees ₹36,084,695",revenue
"eps basic 2023 ₹22,238,694",other
COST OF MATERIALS FY 2021 6340785,expense
Interest expense 57739,expense
"Product sales ₹24,037,338",revenue
TOTAL INCOME 60585,revenue
"ebit 2022 ₹23,795,896",profit
"Foreign exchange gain FY 2022 ₹35,556,402 (Note 14)",other
2022 contingent liability ₹552386,other
"Exceptional items 2019 ₹46,121,748 (Note 24)",other
NET SALES FY 2023 ₹85701,revenue
EXCEPTIONAL ITEMS FY 2020 ₹64362971 (Note 9),other
2018 Turnover ₹46504617,revenue
Top line FY 2018 99796439,revenue
bottom line ₹82675371,profit
Profit after tax (PAT) 2024 ₹749798,profit
Prior period items ₹369671,other
"OCI adjustment 2019 ₹50,737,215",other
"RENT EXPENSE ₹80,633,309 (Note 2)",expense
2018 Foreign exchange gain ₹625518,other
"Product sales 2024 44,616,533",revenue
2019 Foreign exchange gain ₹83474164,other
SELLING EXPENSES 2023 71581,expense
2018 Accounting policy change 52418,other
Total Income 757924,revenue
Sales of goods ₹130277,revenue
EBIT 56597,profit
"FY 2020 Marketing expense ₹72,041,176",expense
"Related party note 2019 13,896,353",other
"FY 2019 ebitda ₹23,502,558",profit
"fy 2019 total income ₹28,877,874",revenue
"Net Profit 28,402,645",profit
Power and Fuel FY 2018 12705048,expense
Other Expenses 2022 25226,expense
"NET PROFIT 5,624,056",profit
"Other Expenses 2018 ₹33,193,453",expense
PRIOR PERIOD ITEMS 2018 3684897,other
"Turnover ₹65,037,079",revenue
FY 2020 Notes to accounts ₹7983110,other
"sales revenue FY 2024 ₹83,226,117",revenue
"OPERATING REVENUE 2024 ₹90,126,744",revenue
"Deferred tax ₹69,733,086",other
FY 2022 POWER AND FUEL ₹30753,expense
Gross Profit FY 2020 ₹79644509,profit
FOREIGN EXCHANGE GAIN FY 2021 ₹571644,other
"Net income 2020 75,401,333",profit
turnover ₹2848691,revenue
2022 Gross Profit 83710,profit
fy 2018 Contingent liability 62545,other
OPERATING REVENUE ₹3088344,revenue
fy 2018 Accounting policy change ₹65430,other
"Extraordinary items 2021 16,690,129",other
RELATED PARTY NOTE 2019 5581930,other
"professional fees FY 2019 ₹50,795,863",expense
Turnover 2023 68412302,revenue
"Schedule 1 2024 73,777,650",other
Rent expense 67162555,expense
PBT 2019 ₹1927615,profit
net income FY 2018 ₹73349,profit
"FY 2023 INCOME FROM OPERATIONS ₹24,110,788",revenue
TURNOVER 2020 ₹85788756,revenue
EBITDA 672531,profit
Turnover 2023 91171931,revenue
"FY 2021 net profit 37,347,072",profit
Merchandise sales FY 2018 237148,revenue
"Subscription Revenue 52,054,039",revenue
"fy 2022 gross revenue 65,713,681",revenue
Operating profit 582100,profit
"2019 Cost of materials ₹40,310,078",expense
"EPS basic FY 2020 ₹56,148,533",other
Turnover 2019 ₹4533779,revenue
"fy 2018 RENT EXPENSE ₹72,828,882",expense
FINANCE COST 314217 (Note 17),expense
"Notes to accounts ₹71,200,374",other
"R&D expense ₹41,874,362",expense
Subscription Revenue FY 2024 380028,revenue
"Turnover 2019 ₹96,230,870",revenue
FY 2018 Operating revenue ₹27930505,revenue
"2018 LICENSE FEES 9,246,777",revenue
SELLING EXPENSES 2022 10573904,expense
PBT 2071919,profit
Accounting policy change 2021 ₹31025029,other
fy 2024 Related party note 2928826,other
"total income 2022 38,662,439",revenue
"Notes to accounts 37,902,279",other
"RESERVES AND SURPLUS FY 2022 16,175,751",other
extraordinary items FY 2023 100477,other
"Subscription Revenue 2020 ₹47,417,387",revenue
EXCEPTIONAL ITEMS 16835665,other
"profit for the year FY 2024 ₹25,926,875",profit
Top line FY 2020 ₹7957788 (Note 14),revenue
2023 Other Expenses ₹40225 (Note 13),expense
finance cost FY 2020 475394,expense
net sales FY 2021 105433,revenue
"profit after tax (pat) 2020 ₹26,418,322",profit
profit after tax (pat) ₹38027,profit
